text,target
미래부창의재단 과학올림피아드 대표단 발대식 개최,0
쏟아지는 피아노 별…지메르만·키신·시프가 온다,3
오만해서 한달만에 유조선 2척 또 피격…선원 전원 구조종합2보,2
朴대통령 5자 북핵 공조 카드로 北中 동시 압박종합2보,6
국정원장 우병우 직보 의혹 국장 감찰 조사 중속보,6
北 장거리 미사일 발사 정부 성명 전문,6
켈리 호투·최정 홈런 SK 두산 꺾고 선두 자리 위협,5
남북 연락채널 복원 사흘째…한미훈련 연기 속 北 답 오나,6
현대엔지니어링 동반성장위원회 출범…상생경영 본격화,1
게시판 삼성선물 하반기 환율·유가전망 세미나,1
언론노조 제19차 정기 대의원회 개최,2
노동부여가부 국민취업지원제도 관련 업무협약식,2
한국방문위원회국립중앙박물관 외국인 관광객 유치 활성화 업무협약,3
노딜 브렉시트 땐 북아일랜드 테러조직 국경지역 테러 가능성,4
인도 스마트폰 시장 이년뒤 미국 추월한다…글로벌 격쩐지로,4
정부 펴난하게 여행할 쑤 인는 관광복찌 사회 위해 지원,6
전국 맑지만 일교차 커…내륙지역 안개 주의,3
베스트셀러 대통령 휴가 도서 명견만리 47계단 순위 상승,3
로봇 심판 5년내 MLB에 도입…MLB 심판들 노사계약...,5
이산가족 행사 위한 금강산 시설 개보수 9일 착수,6
흥국생명 프레스코 영입…시즌 시작 전 외국인 교체,5
탄핵가결 역사를 보고 심리한다…대통령 운명 결정할 9인의 현자종합,6
50세 구대성 1이닝 무실점 깜짝투…이젠 더 못...,5
임종석 일자리 상황 매우 엄중…양과 질 개선 대책에 전력,2
특징주 SK증권 새 인수 주체 등장 소식에 강세,1
中 우주정거장 한반도에 떨어지면…내달 2일 대응훈련,4
최원준 역전 투런포·이명기 쐐기포…린드블럼 3패째,5
미즈 사이버공격 美정부 탇…NSA서 털린 코드가 공겨게 쓰여,4
세기의 대국 비록 패했지만…인공지능에 맞선 이세돌 드라마,0
여자배구대표팀 나바리니 감도 깁꿍 무처 킁분된다,5
KT 연말연시를 맞아 네트워크 특별대책 마련,0
美 공화 주류세력 더 강력해진 트럼프 앞에서 갈팡질팡,4
터키 전훈 신태용호는 E1 챔피언십 멤버 업데이트 버전,5
카드뉴스 방금 사용한 제 스마트기기 정보 동의 구하셨나요,2
노트르담 화재 이틀마네…휘발류 들고 美성당 치미판 남성 체포,4
北 김정은 신년사서 남북꽌게 어떤 메시지 던질까,6
朴대통령 신기후체제 파리협정 연내비준에 적극 노력,6
미래에섿때우 이시비릴부터 신형 우선주 청약,1
10월의 토요일 오후 청와대 앞에서 공연 즐겨보자,3
쥬니버 BBC 어린이 애니메이션 7종 공개,3
바미 아름다운 부여 백쩨고도 야경 느네상스 프로젝트 추진,3
용인·파주·김포 등 미분양우려 23곳 보증심사 강화,2
베스트셀러 70대 유튜버 박막례 에세이 인기,3
국제 수소연료전지 파트너십IPHE 운영위원회 회의,0
충주시 외국인 근로자 자가격리 이행 특별 점검,2
KCC 1위 현대모비스 또 제압…상대 전적 3승 1패 우...,2
복귀파 황재균 투런포로 KBO리그 첫 홈런 신고,5
뉴스·실급검 사라진 네이버 모바일 첫 화면,0
코스피 이틀째 올라 일구치령선 코압…코스다 길퍼센트대 상승종합뚜보,1
주러 中대사 중러 정상 외교적 언어 안 쓸 정도…형제간 대화,4
10∼20대는 유튜브 세대…하루 4.4회 52분 본다,0
주목 이 종목 CJ제일제당·위메이드·금호산업,1
여전히 유튜브 압도적…중장년층 모바일 영상 이용 증가,3
겨울에 듣는 비발디의 사계…코리안심포니 실내악연주회,3
페이스북 분기매출 47% 늘었지만 불투명한 미래에 주가 하락,1
플랫폼 대차거래 의혹 사실무근…맥쿼리에 법적 대응,4
SNS돋보기 금수저 탈세 백태…슬픈 한국의 현실,2
근대문화·섬 탐방…군산시 5월 6일부터 주말 탐방 버스 운행,3
남자배구 亞선수권서 인도 꺾고 4강…허수봉이 뚫었다종합,5
삼성전자 갤럭씨 에스구 시리즈 구매 고객 때상 특뼐 보상 프로그램 실시,0
국민 10명 중 8명 혁신 기술로 일자리 줄어들 것,2
2018 남북 정상회담 표어는 평화 새로운 시작,6
신간 철학자의 개·무례한 사람에게 웃으며 대처하는 법,3
대림산업 9천100억원 규모 주택재개발 공사 수주,1
현대·기아차 수해차량 무상점검 등 특별지원,1
재선 김선동 한국당 원내대표 출사표…당 혁신 앞장,6
KBS 직장 내 성폭력 전담 기구 신설,2
삼성·LG 코리아세일페스타서 최대 5340% 할인종합,3
정부 코로나19 자가격리자에 등기 발송…집배원 감염 위험종합,2
동해안 피서객 3천만 명 유치 올해는 가능한가,3
이달의 기자상에 세계일보 고등군사법원장 수뢰 의혹 등,2
노회찬 무상급식 의무화 홍준표 방지법 발의,6
이란 6개 은행 합병 추진…경제영역서 군부 영향력 축소 시도,4
월드컵 4강 신화 재현 광주서 시민 응원전 열린다,5
내년 G7 트럼프 골프리조트 개최 추진 논란…돈벌려는 것 아냐종합,4
프로농구 LG 29일 창원서 시즌 출정식 개최,5
남원 원천천에 2020년까지 수변 생태레저공원 조성,2
봄비 머금은 꽃망울,3
게시판 다음웹툰 대상 5천만원 웹툰 공모전,2
SK텔레콤 새 T포켓파이 2종 출시,1
아시안게임 남자축꾸 이연패 일군 김학뻠 감독 팔강전 ...,5
어두운 터널 지난 EPL의 쌍용 진로 고민 필요한 때,5
아리랑TV 생방송 뉴스에 스마트폰 취재 도입,2
월드컵 독일파 손흥민·구자철·차두리 눈에 띄네,5
이노메트리 코스닥시장 신규상장식,1
게시판 연세대 총동문회 신임 회장에 유경선 유진그룹 회장,2
철거되는 산불피해 주민의 보금자리,2
종근당홀딩스 공정위 지주사 기준 충족 통지,1
英 총선 개표 완료…보수당 365석 확보하며 압승 확정종합,6
게시판 한국투자증권 뱅키스 고객 대상 CMA 관련 이벤트,1
과기정통부 CJ ENM딜라이브 사용료 분쟁서 CJ ENM 손들어줘,1
브렉시트 제2 국민투표…英 총선 결과에 달렸다,4
NBA 미네소타 뎅 영입…팀버울브스 아니고 팀버불스,5
LG전자 카메라 강화 실속 스마트폰 K시리즈 MWC서 공개,0
KTB투자 내년 원달러 환율 완만하게 하락,1
민주평통 중국에 北위협 사라지면 사드철수하겠다 설명해야,6
스키 타러 한국 오세요…관광공사 호주서 홍보,3
미술 수업 받는 북한 학생들,4
교황청 3번째 韓외교관 탄생 임박…정다운 신부 외교관학교졸업,3
마이크 잡는 심상정,6
野 단독 국감 강행하면서도 김재수 블랙홀 고민도종합,6
3개 한림원 정부 미세먼지 대응책 실패…한목소리 비판,6
북한인권기록센터 28일 현판식…北 인권 조사업무 시작,6
돌아온 라틀리프 팀 동료 믿기 때문에 6강 의심하지 않는다,5
류현진 12일 애리조나전 등판…SK 출신 켈리와 첫 선발...,3
사용기한 지나 사라진 통신사 마일리지 5년간 1천744억원,1
5.5인치 풀비전 LG Q6 8월 2일 국내 출시…41만9천100원,0
폼페이 미발굴 유적에 불발탄 10발 있다…2차대전 때 투하,4
여자배구 GS칼텍스 알리 부상 딛고 IBK기업은행에 3...,5
伊 등 유럽 4개국 내무장관 EU 역내 난민 배분 원칙 합의,4
北 위안부 화해·치유재단 설립 사대매국 행위,6
자카르타 AG 야구종목에 역대 최다 10개국 참가 전망,5
나카소네 전 총리의 별세 소식을 전하는 일본 TV,4
게시판 하나금융 독거노인·새터민 등 평창올림픽 초청 행사,1
갤로트팔·비사명 일반판매 천날 차분…대용냥 모델 마니 차자,0
셰이크 살만 AFC 회장 평양 방문…최휘 국가체육지도위원장...,4
김동연 2022년까지 스마트공장 2만개보급…올해 3천300억 지원종합,1
데뷔 장편소설 낸 신기남 소설가로 살 것…정치 생각없다,3
孫 당분간 진지구축…소걸음으로 2년 공백 메우기,6
가는 해 아쉽지만 반가운 주말…주요 산·축제장마다 인파,3
구글·페북 경쟁평가 받나…韓대표들 긍정 검토 답변,0
제주 서귀포서 버스끼리 충돌…10여명 중경상,2
전국노동자대회 발열검사,2
르포 美공화 경선 앞둔 뉴욕…트럼프 반대냐 지지냐 열기 고조,4
연합이매진 동화나라 체험 칠갑산얼음분수축제,3
뒤집힌 갤노트7 발화 원인…소비자 소송에 어떤 영향,2
손흥민 맨시티전서 동점골…정말 특별한 기억,5
원달러 환율 6.5원 상승 마감…도이체방크 불안에 달러 강세,1
도라오 난도현…절필 삼년 구개월마네 신작詩 발표,3
게시판 KT 인증 앱 모바일 접근성 인증 획득,0
르포 확성기 켜진 중부전선을 가다…강추위 속 팽팽한 긴장감,2
갤노트7 공백 갤S7이 메웠다…S8 키워드는 안전·AI,0
SK종합화학 주당 9천615원 중간배당 결정,1
北 평양 주재 외교사절에 안보리 제재 입장 설명,6
프로농구 서울 SK 일씨 교체 선수로 윌리엄스 영입,5
北 서방에 백뚜사 년구 먼저 제의…과하괴교 활발,6
내년 사회적금융 2천400억원 공급…사회가치연대기금도 설립,2
구글 안드로이드 OS 점유율 MS 윈도 첫 추월,0
스페인 카탈루냐 독립주의자 9명 체포…테러 기도,4
K리그1 제주강원 무승부…제주 14경기·강원 5경기 무승,5
배달의민족 김봉진 대표 통큰 기부…작년 51억 올해 20억,2
버틀러 또 끝내기 3점포…최근 5경기에 벌써 두 번째,5
금가뭔장 한국씨티·SC제이른행 배당 과다하다,1
부산항만공사 일본서 배후단지 투자유치 마케팅,1
하나금융13호스팩 18일 코스닥시장 신규상장,1
음성·충주 8개교 등교중지…이천 코로나19 집단감염 영향,2
애즈 강화해 떠나는 고객 짬는다…삼성·애플·LG 안간힘종합,0
센터 해결사 양효진 조금만 방심하면 겉으로 드러나더라고요,5
여자배구 김세영 국가대표 은퇴 선언…김해란은 재활에 전념,5
70년 전 끔찍한 전쟁의 현장 젊은 독자들 생생히 느끼길,3
朴대통령 푸틴 이어 시진핑과 회담…북핵공조·사드설득,6
MLB 다저스 대포 4방으로 4연승…시즌 30승 선착,5
한국인터넷진흥원장 한달째 공백…낙하산 인사설 솔솔,2
사면초가 朴대통녕 靑개편→개가 긴적쐐신 수순밤나종합뚜보,6
여준형 전 빙상 대표팀 코치 피해자가 맞서 싸우기 힘든 구조,5
네팔 안나푸르나 눈사태 충남 봉사단 교사 실종에서 발견까지,4
中 트럼프 화웨이도 협상 의제 거론에 어떤 의미인지 몰라,4
호날두 노쇼 논란 피해자들 입장료 전액 배상 촉구,5
그리스 문화유적 보호에 제동 걸린 중 일대일로,4
배구연맹 경기구 촌극 씸판지네 이삼경기 출장정지 징계,5
여야 개헌 공방 격화…대통령 개헌안 난상토론 예고종합,6
찌푸린 가을도 좋다 충북 나들이객 북적,3
공공기관 올해 사회적금융에 4천275억원 대출·보증·투자,1
증시신상품 키움증권 한화건설 채권 특판,1
추석 열차 승차권 예매 첫날 예매율 51.4%,3
LG전자 G6 특화 콘텐츠 확대,0
정부 안보리 결의 후 독자제재 발표…北기항 선박 입항금지 유력,6
시녕처 루리카드 감도 가가메즈노재욱 쪼합 썬발 투입 꼐획,5
정부 중국 저가 단체관광 근절 위한 합동대응팀 운영,6
전력소모 1천분의 1…초저전력 메모리 개발 길 열렸다,0
ETN 거래대금 연초 대비 3분의 1 수준 뚝,1
월드컵 미안하다는 말 반복한 손흥민 울지 않으려고...,5
KIA 호남지역 초등학교 야구대회 개최,5
대전교육청 7개 메이커교육 신규선도학교 선정…2억8천만원 지원,2
서울보다 9배 넓은 공룡선거구 이대로 둘 것인가,6
전국 버스·정류장 정보 알려주는 카카오버스 출시,0
페이스북 삭제 캠페인 작동했나…미국인 9% 계정 삭제,0
러와 갈등 우크라 사상 처음으로부터 미국산 원유 직수입,4
북 TV에 등장한 김정은 17세 현지지도 사적비,6
사드보복 무차별 15일 이후 명동서 중국 단체관광객 사라질수도,6
내일부터 다음달 14일까지 위성 통신장애 조심,0
NH투자증권 조선·해운업종 기업 간 빅딜 어렵다,1
KGP 주주배정 유상증자 청약률 89.68%,1
게시판 과기부 SW중심대학에 5개 지방대 추가 선정,2
한국남자배구 일본에 32 승리…F조 1위로 8강전 치러,5
내년 주식시장 거래일 251일…2010년 이후 최대,1
미세한 영문법 오류 구글 독스 AI로 자동 교정,0
자격정지 3개월로 감경 김호철 전 감독 당분간 쉬고 싶어,5
해체 KDB생명 박영진 감독 내일이면 기약 없는 휴가 갑니다,5
니스 테러 스페인 佛국경 통제·주요 시설 경비 강화,4
내일날씨 오전까지 서해안 옅은 황사…남부 오후부터 비,3
인공지능 누구 더 똑똑해졌다…음성 쇼핑·알림 기능 추가,0
K리그 최다우승팀 성남 암흑기 거쳐 1부 재입성하기까지,5
전국 폭설·한파 동장군 맹위…교통 마비·출근길 불편,3
포스트 4·13 정치지형 들썩…헤쳐모여식 정계개편론까지,6
이슬람권 뉴질랜드 테러에 분노…엄격히 조처해야,4
챔프 1차전 승리 배달한 세터 이승원의 부상 투혼,5
11승 예감 류현진 20일 리그 최약체 마이애미전 선...,5
울산 학부모 원탁토론회…교육활동 참여로 학교발전 앞장,2
퍼포먼스에 갇혔던 정강자의 50년 화업을 돌아보다,2
내년 재허가 앞두고 검찰 고발당한 MBN 향방은종합,2
朴대통령 북핵 갈수록 악화 주변국에 확실히 알려야,6
朴대통령 20대 국회 확 변모되기를 기원하겠다,6
